radius_of_gyration,effective_dimension,speed,tortuosity,turn_angle,directional_consistency,cos_slope,early_late_ratio,time_to_commit,commitment_sharpness,problem_id,condition,correct,bin,group,layer,num_tokens
4707.8486,1.8579236,7951.1055,0.2259534,2.1205773,0.23538542,-0.04933035373687744,0.8820051,0,0.03954822,157,direct,True,Small,G2,25,4
94.60349,1.8914661,157.4186,0.26389605,2.0909,0.2718454,-0.023871272802352902,0.92139477,0,0.053287625,157,direct,True,Small,G2,26,4
27.79263,5.9370227,40.425568,0.041053846,2.0221684,0.049737122,0.0019037106662777624,0.96512157,7,0.48553312,157,cot,True,Small,G4,0,30
196.06104,3.569901,290.17966,0.038149636,2.0330637,0.07801066,0.0010943761893681117,0.929861,16,0.101255,157,cot,True,Small,G4,1,30
194.79366,4.5611124,286.6217,0.03996521,2.0145078,0.07582561,0.0010697479318515421,0.955101,16,0.06351739,157,cot,True,Small,G4,2,30
204.27965,4.8853025,298.17917,0.039615456,2.0171533,0.06143983,0.00034297719377602263,0.9382626,14,0.051819086,157,cot,True,Small,G4,3,30
221.80423,4.9103293,321.86334,0.04230199,2.0422716,0.055404104,0.0006927609150045611,0.909068,16,0.07272035,157,cot,True,Small,G4,4,30
246.02197,4.124119,351.51324,0.03277502,2.0012567,0.050951365,5.505772059774164e-05,0.93981266,5,0.06775677,157,cot,True,Small,G4,5,30
295.1177,2.924257,424.93405,0.04332613,2.013703,0.04763493,0.00013269503128352425,0.83239335,16,0.05901164,157,cot,True,Small,G4,6,30
294.7046,3.6973772,421.25854,0.03331425,2.0005052,0.04752226,0.00014711829829098556,0.94196236,16,0.0390594,157,cot,True,Small,G4,7,30
367.90915,2.9404821,495.91656,0.03788942,1.981095,0.0811491,1.0602609277358784e-05,0.90191585,22,0.023922563,157,cot,True,Small,G4,8,30
428.5916,2.6888797,571.13043,0.034081463,1.957508,0.06301867,-5.066336082120247e-06,1.0301448,15,0.0077533126,157,cot,True,Small,G4,9,30
537.7203,2.4534721,709.9937,0.032747675,1.927119,0.074136846,0.00010270449915542978,0.9179432,16,0.008727491,157,cot,True,Small,G4,10,30
556.94,2.2969947,729.28357,0.04257731,2.0115309,0.052541345,3.071944114609892e-05,0.89996225,8,0.004182756,157,cot,True,Small,G4,11,30
827.5227,1.8257391,1050.3004,0.0306717,1.8593615,0.054375663,1.9268243770881237e-05,0.99092203,14,0.003328681,157,cot,True,Small,G4,12,30
800.7726,2.5183792,1036.6757,0.031340104,1.8827897,0.056607943,5.619916422613736e-05,1.0421383,23,0.0023947358,157,cot,True,Small,G4,13,30
958.61536,3.384881,1179.121,0.034232017,1.876398,0.060794957,0.00011669268161792474,1.0757945,4,0.005702257,157,cot,True,Small,G4,14,30
1220.8158,5.9994454,1439.852,0.039930403,1.8734235,0.06280527,5.8746161719261134e-05,1.0665954,4,0.0114482045,157,cot,True,Small,G4,15,30
1440.854,5.394597,1757.8094,0.03314442,1.8777645,0.054794632,7.428937944872626e-05,1.0594872,14,0.012322545,157,cot,True,Small,G4,16,30
1448.799,8.79911,1781.8162,0.03413489,1.9394248,0.062266238,7.815134936365587e-05,1.0316708,20,0.007766962,157,cot,True,Small,G4,17,30
1972.7659,10.870278,2447.9268,0.03556221,1.9418634,0.06355984,1.1919431498485245e-05,0.8880659,20,0.018967927,157,cot,True,Small,G4,18,30
2368.4583,11.377802,2968.9524,0.03599217,1.9407054,0.060171034,0.0001776101553968608,0.91631633,20,0.02761668,157,cot,True,Small,G4,19,30
2594.5007,11.600004,3286.3342,0.038065452,1.9582117,0.06407987,0.0004865666622011532,0.97869253,20,0.032767236,157,cot,True,Small,G4,20,30
2838.0195,11.331184,3629.7415,0.038445156,1.9634075,0.062567964,0.0006137009031079672,0.9852579,19,0.060570598,157,cot,True,Small,G4,21,30
3194.8708,11.145608,4120.1436,0.03488247,1.9657214,0.059442572,0.0007555742862776582,1.0045754,19,0.07463944,157,cot,True,Small,G4,22,30
3641.467,11.02643,4704.269,0.033496656,1.966607,0.05978814,0.0007952296381513474,1.0113533,9,0.10534537,157,cot,True,Small,G4,23,30
3928.2893,11.235659,5070.739,0.033059552,1.9695456,0.059172582,0.0010479508362380154,1.0246876,9,0.12709129,157,cot,True,Small,G4,24,30
4508.5425,9.595021,5738.898,0.029227618,1.9650644,0.06023331,0.0009140315607850774,1.0397533,9,0.22336799,157,cot,True,Small,G4,25,30
115.25629,6.724007,151.70296,0.026867887,1.9848728,0.032605503,0.004904802022914728,0.9244467,22,0.32110927,157,cot,True,Small,G4,26,30
24.04254,1.6803538,35.23796,0.4066402,1.9335284,0.41204605,0.2543023079633713,1.2213442,0,0.1537959,158,direct,False,Small,G1,0,4
188.68568,1.5812122,310.25977,0.2794181,2.0958734,0.31551677,0.032496482133865356,1.1267775,0,0.08017111,158,direct,False,Small,G1,1,4
183.371,1.7530065,290.45413,0.32413927,2.0412617,0.33793113,0.02608409523963928,0.96388835,0,0.04539615,158,direct,False,Small,G1,2,4
181.35687,1.8673348,280.9987,0.355116,1.9856182,0.35934,0.03313857316970825,0.9518219,0,0.034390688,158,direct,False,Small,G1,3,4
198.26294,1.8038533,307.6639,0.34847155,1.9747714,0.3588667,0.007621169090270996,1.024151,0,0.027008593,158,direct,False,Small,G1,4,4
200.82478,1.8218416,300.625,0.37525746,1.9503064,0.3732052,0.009918153285980225,0.8685387,0,0.017470002,158,direct,False,Small,G1,5,4
261.70667,1.7887852,368.46512,0.41247764,1.8062372,0.3903219,0.01128697395324707,0.84245914,0,0.014524579,158,direct,False,Small,G1,6,4
252.29869,1.91843,340.34473,0.46794623,1.7714794,0.44311172,0.011844575405120848,0.7402853,0,0.0063334107,158,direct,False,Small,G1,7,4
287.92313,1.8386252,358.4277,0.5571635,1.5678786,0.5506931,0.011285632848739624,0.7394082,0,0.0042439103,158,direct,False,Small,G1,8,4
289.2831,1.8277777,393.64893,0.4625246,1.6952413,0.43794382,0.003510028123855591,0.70278305,0,0.00032162666,158,direct,False,Small,G1,9,4
372.97574,1.6310276,542.2085,0.3628985,1.6773708,0.38526803,0.0024361908435821533,1.1657753,0,0.000423491,158,direct,False,Small,G1,10,4
436.0562,1.6046256,541.8604,0.51418495,1.7269653,0.46053258,0.002438157796859741,0.6667552,0,0.0007505417,158,direct,False,Small,G1,11,4
548.74194,1.4046932,747.03516,0.41714737,1.6463306,0.37462896,0.0008516311645507811,0.84948224,0,0.0005186796,158,direct,False,Small,G1,12,4
494.73328,1.5769985,684.4007,0.42229325,1.6603539,0.40599203,0.001275092363357544,0.9199805,0,0.00039458275,158,direct,False,Small,G1,13,4
570.7943,1.8644059,791.0063,0.4364975,1.6739345,0.43347856,0.0015724003314971924,0.961362,0,0.0012714863,158,direct,False,Small,G1,14,4
704.2922,1.9146202,1060.9362,0.36711165,1.8343091,0.36601847,1.2189149856567381e-05,1.1083716,0,0.0012587309,158,direct,False,Small,G1,15,4
927.1231,1.8859208,1319.5483,0.41363212,1.7155471,0.4138438,0.0008744299411773681,0.96289104,0,0.0012609363,158,direct,False,Small,G1,16,4
1020.6607,1.9272436,1558.0646,0.34851715,1.8640769,0.34898823,-0.00025713443756103516,0.929021,0,0.0015791059,158,direct,False,Small,G1,17,4
1336.1401,1.8649102,2005.998,0.3621764,1.8246806,0.35739264,-0.0022710561752319336,1.0126998,0,0.0027011633,158,direct,False,Small,G1,18,4
1724.683,1.8466885,2630.8162,0.33263224,1.8240395,0.33740696,-0.011571317911148071,1.108892,0,0.0036036968,158,direct,False,Small,G1,19,4
1982.7804,1.9704553,3079.3718,0.3255881,1.8870397,0.32579908,-0.013870149850845337,1.0315895,0,-0.002228558,158,direct,False,Small,G1,20,4
2361.191,1.9874625,3790.6292,0.28854766,1.9534473,0.28831285,-0.023180752992630005,1.0013021,0,0.011103511,158,direct,False,Small,G1,21,4
3013.0356,1.9862885,5039.7026,0.23504731,2.025998,0.23525149,-0.04744461178779602,0.9684431,0,0.038473606,158,direct,False,Small,G1,22,4
3751.023,1.991583,6367.6465,0.20117873,2.0331643,0.20077191,-0.07215797901153564,0.9786169,0,0.06547195,158,direct,False,Small,G1,23,4
4116.6,1.9303188,7036.931,0.19533756,2.065464,0.20003043,-0.0980270504951477,0.86316717,0,0.10032606,158,direct,False,Small,G1,24,4
4638.159,1.8220568,7951.1704,0.1896975,2.0882952,0.20674546,-0.11570778489112853,0.7914388,0,0.14055604,158,direct,False,Small,G1,25,4
91.720726,1.8547443,157.1753,0.23338251,2.1489835,0.24569759,-0.06393145024776459,0.9432906,0,0.073663116,158,direct,False,Small,G1,26,4
28.573717,6.2686443,42.893696,0.04878504,2.0832098,0.054596055,0.0017672433497627144,1.0156173,13,0.45296174,158,cot,True,Small,G4,0,24
194.33275,3.437728,300.32712,0.046474207,2.1558352,0.06499837,4.6368349682201036e-05,0.9219975,3,0.12632722,158,cot,True,Small,G4,1,24
192.10094,4.560776,291.63028,0.049378343,2.0993752,0.06977552,7.928501475941052e-05,0.9458963,3,0.07664508,158,cot,True,Small,G4,2,24
199.37775,5.0312123,298.99203,0.049911655,2.0998535,0.05996533,-0.00025198069721342546,0.88928646,3,0.0811035,158,cot,True,Small,G4,3,24
218.37811,4.8464646,318.2199,0.053656943,2.0839643,0.057398893,0.0006943722605234078,0.9133372,3,0.07212168,158,cot,True,Small,G4,4,24
243.27066,4.16105,349.39932,0.041643184,2.0638413,0.053783074,2.6110839466803626e-05,0.89102525,15,0.048398674,158,cot,True,Small,G4,5,24
301.89774,2.8023233,442.4857,0.053596944,2.0762825,0.061693545,0.00020483106728127822,0.88953644,4,0.048838317,158,cot,True,Small,G4,6,24
298.37915,3.72096,433.13403,0.040687546,2.034786,0.04777649,9.019572744256423e-05,0.9529917,3,0.033735693,158,cot,True,Small,G4,7,24
401.64694,2.686483,531.9589,0.04319223,1.994131,0.06713309,0.00011485632464819746,0.8667373,3,0.019957066,158,cot,True,Small,G4,8,24
430.4382,2.8323195,592.9711,0.039877146,2.008982,0.05831443,3.9374698763308317e-05,1.0438386,3,0.0068374276,158,cot,True,Small,G4,9,24
558.8569,2.2464755,759.284,0.039960925,2.0578458,0.06306698,0.00010513110829907443,1.1244266,7,0.007694304,158,cot,True,Small,G4,10,24
567.1908,2.2027028,752.10504,0.055505123,2.0207942,0.06681368,5.340470155708403e-05,0.96632427,7,0.0029751062,158,cot,True,Small,G4,11,24
912.8432,1.681334,1125.6671,0.037221506,1.9598247,0.068715155,4.425120683526804e-05,1.1256683,3,0.003313601,158,cot,True,Small,G4,12,24
811.23267,2.4820044,1041.3749,0.040899973,1.9469849,0.06544043,6.0786430543590434e-05,1.1816275,3,0.003944099,158,cot,True,Small,G4,13,24
926.3288,3.3994586,1168.2977,0.044928037,1.9275743,0.0728463,9.306558507233268e-05,1.2308353,3,0.0057452917,158,cot,True,Small,G4,14,24
1133.5325,6.476363,1392.3287,0.05179323,1.888305,0.064050525,-6.199801863417794e-05,1.1249418,3,0.008914709,158,cot,True,Small,G4,15,24
1374.7074,5.945363,1733.8025,0.044191707,1.9073894,0.072641954,-2.443225016235834e-05,1.1374096,3,0.008467555,158,cot,True,Small,G4,16,24
1372.7327,9.995481,1726.0739,0.04668315,1.928286,0.06567364,-9.454050554117195e-06,0.9807021,5,0.005849719,158,cot,True,Small,G4,17,24
1819.9559,9.49344,2304.1736,0.047858372,1.9533608,0.067471474,3.17458343128913e-05,0.97090137,12,0.013367236,158,cot,True,Small,G4,18,24
2218.9326,8.870357,2831.134,0.047981292,1.9650723,0.08103089,-0.00018861671917052135,1.0019441,14,0.03541535,158,cot,True,Small,G4,19,24
2451.2483,9.597357,3165.5818,0.050665844,1.9823688,0.07923321,-0.0001839358698238026,0.95151776,14,0.036372364,158,cot,True,Small,G4,20,24
2716.4856,9.688674,3532.8757,0.050645072,1.9920899,0.07420953,-0.0001987671781434372,0.9250921,12,0.051590204,158,cot,True,Small,G4,21,24
3047.804,9.569737,4017.676,0.046192165,2.0019372,0.07085176,-0.0004734056504818763,0.9117313,12,0.06745517,158,cot,True,Small,G4,22,24
3493.5713,9.604847,4609.2476,0.044487458,2.0077658,0.070574954,-0.000649678966273432,0.88189584,12,0.08901137,158,cot,True,Small,G4,23,24
3731.3499,9.78229,4972.227,0.04398263,2.019024,0.06712044,-0.0003899268128655174,0.8780783,12,0.078428805,158,cot,True,Small,G4,24,24
4168.937,9.388703,5450.361,0.039038368,2.0086603,0.06966863,-0.000942838580712028,0.85646707,12,0.08867955,158,cot,True,Small,G4,25,24
110.49447,5.1203074,147.97911,0.031986874,2.0153618,0.0413681,0.0036237937482920574,0.9710651,16,0.25734526,158,cot,True,Small,G4,26,24
24.04254,1.6803538,35.23796,0.4066402,1.9335284,0.41204605,0.2543023079633713,1.2213442,0,0.1537959,159,direct,True,Small,G2,0,4
188.41125,1.58384,309.6401,0.28002807,2.0941434,0.31577665,0.03278699517250061,1.1263324,0,0.08001858,159,direct,True,Small,G2,1,4
183.24544,1.7512672,289.9315,0.32502538,2.0407417,0.33872542,0.026614814996719357,0.96028525,0,0.045331597,159,direct,True,Small,G2,2,4
180.88448,1.8696039,280.2768,0.355243,1.986037,0.3592298,0.0321907103061676,0.9493228,0,0.03448695,159,direct,True,Small,G2,3,4
198.43701,1.8176247,307.2937,0.3488163,1.963969,0.3581889,0.007249206304550171,1.0275652,0,0.02719587,159,direct,True,Small,G2,4,4
200.66693,1.8276231,300.43896,0.37520173,1.9457556,0.37292814,0.009757757186889648,0.87565905,0,0.017939925,159,direct,True,Small,G2,5,4
261.7652,1.7557945,373.20712,0.3986661,1.8046777,0.38384926,0.010683953762054443,0.8900802,0,0.015165865,159,direct,True,Small,G2,6,4
249.8421,1.9289135,340.04733,0.46026033,1.7695919,0.4369926,0.011325329542160034,0.76823217,0,0.006322682,159,direct,True,Small,G2,7,4
281.3035,1.8565887,350.6276,0.557832,1.586056,0.5510719,0.011142134666442871,0.7257567,0,0.004140675,159,direct,True,Small,G2,8,4
299.97507,1.7451364,415.2997,0.43489808,1.6924801,0.41521734,0.003439486026763916,0.74155015,0,0.00026583672,159,direct,True,Small,G2,9,4
392.44208,1.5337934,573.628,0.34388003,1.667871,0.37559697,0.0024486184120178223,1.2491704,0,0.00037574768,159,direct,True,Small,G2,10,4
430.56677,1.5738944,546.52563,0.49543905,1.71994,0.44961262,0.0024910569190979004,0.72991055,0,0.000762403,159,direct,True,Small,G2,11,4
554.4972,1.325333,784.56537,0.3634422,1.6523571,0.36047614,0.0009860396385192871,0.9869971,0,0.00075238943,159,direct,True,Small,G2,12,4
488.81772,1.5201446,671.6495,0.42736045,1.6335182,0.41659397,0.001712799072265625,0.9364414,0,0.0005239248,159,direct,True,Small,G2,13,4
557.08453,1.715908,772.5246,0.4387439,1.6400015,0.44790155,0.0022569596767425537,1.0905156,0,0.001285851,159,direct,True,Small,G2,14,4
723.662,1.7231705,1051.4962,0.3875018,1.723906,0.39742735,0.0002683699131011963,1.1796929,0,0.0009961724,159,direct,True,Small,G2,15,4
965.06396,1.7113115,1368.7506,0.41174582,1.6939933,0.41307354,0.001362830400466919,1.0235366,0,0.0027653575,159,direct,True,Small,G2,16,4
1015.71875,1.8019774,1485.3578,0.38333538,1.7441361,0.39144838,0.0017268955707550049,1.1350788,0,0.0024763942,159,direct,True,Small,G2,17,4
1360.5356,1.8224629,2023.3004,0.36913893,1.7911972,0.37528437,0.0009569227695465088,1.1229304,0,0.0052323937,159,direct,True,Small,G2,18,4
1627.5798,1.9132593,2428.7566,0.36793023,1.8155003,0.37071708,-0.0013659894466400146,1.0576828,0,0.0059179664,159,direct,True,Small,G2,19,4
1907.6652,1.9838815,2933.779,0.34935245,1.9209499,0.3501639,-0.0033337175846099854,0.99998736,0,0.00058591366,159,direct,True,Small,G2,20,4
2239.1814,1.951283,3519.7493,0.32101455,1.972559,0.3229176,-0.009051024913787842,0.8925537,0,0.0058676004,159,direct,True,Small,G2,21,4
2687.0073,1.8840846,4337.737,0.28606558,2.0202537,0.29175955,-0.022945761680603027,0.81885564,0,0.021895647,159,direct,True,Small,G2,22,4
3187.7432,1.8355548,5235.277,0.26176262,2.0587277,0.26973224,-0.03330191969871521,0.7728674,0,0.032850742,159,direct,True,Small,G2,23,4
3411.1042,1.8215362,5654.846,0.2597825,2.0937548,0.2691015,-0.034137606620788574,0.7766343,0,0.032364488,159,direct,True,Small,G2,24,4
3912.103,1.7696801,6511.0605,0.25064448,2.1272352,0.2634843,-0.03629949688911438,0.76423746,0,0.03196627,159,direct,True,Small,G2,25,4
82.35498,1.7735285,138.84213,0.27621755,2.1530366,0.29352736,-0.0054167211055755615,0.97811234,0,0.1627788,159,direct,True,Small,G2,26,4
28.203001,6.7358913,41.749416,0.042696647,2.0620756,0.052315965,0.0013141447096273887,1.0780035,13,0.43821573,159,cot,True,Small,G4,0,28
194.51741,3.5333447,297.57117,0.039981574,2.1089132,0.06250907,-0.000798589835382352,0.98102367,14,0.120265305,159,cot,True,Small,G4,1,28
192.72427,4.7350864,290.37946,0.04216881,2.0757482,0.0649616,-0.0003960553979698991,0.9999095,14,0.07682961,159,cot,True,Small,G4,2,28
199.35277,5.44748,295.6028,0.04315158,2.0763648,0.05358155,-0.0005021996259398222,0.9378937,3,0.08538687,159,cot,True,Small,G4,3,28
217.78429,5.3571944,313.25662,0.047345906,2.0494175,0.049379583,0.0004942017961043287,0.9415845,3,0.06571549,159,cot,True,Small,G4,4,28
235.1508,4.9332027,331.0198,0.037438564,2.0409613,0.050637495,-2.363153138585725e-06,0.9418203,3,0.03281355,159,cot,True,Small,G4,5,28
298.859,3.0339143,431.28754,0.046310626,2.042945,0.04639707,0.00024026981640211392,0.9204349,3,0.044944644,159,cot,True,Small,G4,6,28
295.7538,4.2159133,420.21582,0.03621511,1.9923644,0.04173372,3.990570995251629e-05,0.97191876,3,0.026372135,159,cot,True,Small,G4,7,28
394.73123,2.8561425,513.73236,0.037992023,1.9871676,0.05039205,0.00015434575459313772,1.0210329,3,0.019413173,159,cot,True,Small,G4,8,28
469.3009,2.316941,630.74963,0.032857805,1.9892924,0.049441367,4.156641616634979e-06,1.147922,7,0.007537186,159,cot,True,Small,G4,9,28
597.0189,2.0268419,777.3136,0.034122795,1.9563416,0.08172667,0.00011012049093933478,1.1653227,7,0.009713829,159,cot,True,Small,G4,10,28
576.73615,2.0347383,774.4341,0.044065215,2.0117266,0.05884648,6.216207703391274e-05,1.0785204,7,0.0038083196,159,cot,True,Small,G4,11,28
914.68195,1.6687958,1129.412,0.030865988,1.9861544,0.054702085,3.828670515682234e-05,1.1645746,3,0.0032650828,159,cot,True,Small,G4,12,28
808.75543,2.547503,1038.2538,0.033297837,1.9517003,0.063601665,3.827560661185501e-05,1.1714351,3,0.0045049787,159,cot,True,Small,G4,13,28
940.0044,3.3704295,1169.2823,0.038098082,1.924936,0.07286586,0.00012020979608808245,1.1909685,3,0.0051242113,159,cot,True,Small,G4,14,28
1170.4219,6.8192606,1364.2429,0.046945482,1.8812665,0.067168035,1.8286508518260914e-05,1.1697034,5,0.010167658,159,cot,True,Small,G4,15,28
1405.9595,5.382126,1722.1372,0.03805873,1.8982978,0.07524695,0.00010325431241511717,1.2563597,5,0.010138452,159,cot,True,Small,G4,16,28
1387.3063,10.229103,1691.7909,0.03993896,1.9141377,0.063199244,8.74319356003087e-05,1.012331,5,0.0054559708,159,cot,True,Small,G4,17,28
1853.5537,10.228063,2289.516,0.039935224,1.9374181,0.0649213,-2.2312551191001582e-05,1.0230725,18,0.01308912,159,cot,True,Small,G4,18,28
2251.1733,9.488189,2819.4138,0.040327787,1.9503114,0.076943986,-0.00010574766422220492,1.0805855,18,0.025666475,159,cot,True,Small,G4,19,28
2463.5583,9.825658,3110.04,0.042781554,1.9634111,0.075494796,6.878983697902879e-05,1.0637598,18,0.03445953,159,cot,True,Small,G4,20,28
2750.6316,10.003991,3509.7573,0.042514816,1.9743619,0.07312087,0.00023565769777775394,1.0277095,18,0.05468309,159,cot,True,Small,G4,21,28
3063.2866,10.012207,3957.8105,0.03982505,1.9789519,0.06893835,0.0002125747256226592,1.0002561,18,0.07684338,159,cot,True,Small,G4,22,28
3461.536,10.206683,4493.2676,0.03852888,1.985737,0.07101935,0.00013542819372463577,0.96955776,18,0.10169482,159,cot,True,Small,G4,23,28
3746.0916,10.366374,4877.545,0.038110334,1.9829886,0.071752705,0.0003604720072577433,0.973418,18,0.09372395,159,cot,True,Small,G4,24,28
4135.4653,9.929613,5310.6396,0.033250127,1.9762661,0.07316729,0.00010887061283265278,0.95369035,18,0.105219066,159,cot,True,Small,G4,25,28
110.32267,5.3457456,145.85262,0.026847353,1.9922674,0.0399944,0.0046170180747615265,1.0010037,20,0.2930502,159,cot,True,Small,G4,26,28
24.855322,2.4020433,35.568275,0.30672586,2.0562675,0.29294455,0.19341567009687424,1.4148234,0,0.3181311,160,direct,False,Medium,G1,0,5
191.9646,2.1728866,298.6164,0.22508712,2.114463,0.23258606,0.01006532907485962,1.4154603,0,0.15244472,160,direct,False,Medium,G1,1,5
190.07211,2.421444,282.11844,0.259381,2.0672588,0.25488815,0.02592979073524475,1.2332964,0,0.09694058,160,direct,False,Medium,G1,2,5
196.34152,2.6231909,287.61713,0.2769723,2.0206296,0.271747,0.018636715412139893,1.0863769,0,0.079909205,160,direct,False,Medium,G1,3,5
211.06747,2.5354552,310.96735,0.27501312,2.0254273,0.26773235,0.01599552035331726,1.2003953,0,0.04963553,160,direct,False,Medium,G1,4,5
221.29211,2.5136335,309.27112,0.3084735,2.013589,0.2923744,0.012043637037277222,1.1159122,0,0.03264141,160,direct,False,Medium,G1,5,5
268.93097,2.096087,369.36835,0.29170996,2.0447395,0.27765042,0.012175261974334717,1.4252895,0,0.031255603,160,direct,False,Medium,G1,6,5
263.21683,2.561321,343.05838,0.3405002,1.906305,0.32209396,0.009267973899841308,1.1346356,0,0.016539514,160,direct,False,Medium,G1,7,5
327.27313,2.5580118,375.00848,0.5160841,1.7739209,0.4734908,0.006614995002746582,0.9045525,0,0.008475125,160,direct,False,Medium,G1,8,5
325.945,2.820322,385.55933,0.4372316,1.7146918,0.39910176,0.0029283761978149414,0.87260205,0,0.0044677258,160,direct,False,Medium,G1,9,5
399.2782,2.085777,537.42065,0.29561642,1.7572094,0.31703207,0.0027138352394104003,1.549637,0,0.0041633844,160,direct,False,Medium,G1,10,5
448.1977,1.7104002,558.6767,0.32602632,1.9796788,0.3182462,0.0020615637302398683,1.7383254,0,0.002504766,160,direct,False,Medium,G1,11,5
505.16833,1.800157,650.6756,0.30109876,1.6804074,0.36407515,0.001254206895828247,1.245092,0,0.002216041,160,direct,False,Medium,G1,12,5
459.76108,2.009145,612.35925,0.30422112,1.8026743,0.34359533,0.0018055200576782226,1.4140165,0,0.0025479794,160,direct,False,Medium,G1,13,5
545.8067,2.4181623,677.7235,0.36196175,1.6338276,0.37984544,0.0028263509273529054,1.3482192,0,0.0039567947,160,direct,False,Medium,G1,14,5
780.54626,2.2640612,991.07886,0.34205925,1.6221362,0.37283668,0.004531031847000122,1.4147415,0,0.006952822,160,direct,False,Medium,G1,15,5
939.8243,2.4029648,1190.3752,0.34663817,1.6586937,0.3687512,0.006081926822662354,1.4356526,0,0.009349525,160,direct,False,Medium,G1,16,5
1050.5831,2.7471066,1434.0923,0.29862255,1.8398967,0.30479562,0.0048104822635650635,1.2298964,0,0.008777261,160,direct,False,Medium,G1,17,5
1419.5612,2.4893055,1884.3835,0.32314482,1.7906805,0.342265,0.009258651733398437,1.3386419,0,0.016316712,160,direct,False,Medium,G1,18,5
1841.4971,2.2702115,2532.8833,0.28585285,1.8432617,0.3040578,0.012845265865325927,1.5263423,0,0.037241876,160,direct,False,Medium,G1,19,5
2236.695,2.6200848,3167.631,0.27204,1.8890333,0.27676132,0.009739738702774049,1.266405,0,0.041050553,160,direct,False,Medium,G1,20,5
2568.7244,2.5881865,3759.174,0.23383513,1.9504024,0.24122337,0.002956092357635498,1.2804476,0,0.042469025,160,direct,False,Medium,G1,21,5
3135.6697,2.7749903,4762.183,0.20661855,1.9922501,0.21070278,-0.009557193517684937,1.1198616,0,0.03444338,160,direct,False,Medium,G1,22,5
3852.1145,2.8430533,5957.588,0.1826071,2.003009,0.18423457,-0.022934186458587646,1.0540684,0,0.023375452,160,direct,False,Medium,G1,23,5
4338.223,2.7769303,6754.1494,0.17181583,2.0057628,0.18067783,-0.035777896642684937,1.019717,0,0.0626753,160,direct,False,Medium,G1,24,5
5368.737,2.482751,8318.8545,0.15942813,2.0012343,0.18622299,-0.07495134472846984,1.0029624,0,0.16772622,160,direct,False,Medium,G1,25,5
113.27765,2.3886344,179.29237,0.17025565,2.0464716,0.20600231,-0.00936894714832306,0.82093716,0,0.27464178,160,direct,False,Medium,G1,26,5
26.79972,6.096561,36.510536,0.03766359,1.957033,0.044464253,0.0011692338106574632,1.0625055,4,0.44580945,160,cot,True,Medium,G4,0,36
196.04483,3.9673274,280.03333,0.03295167,1.9718277,0.06890709,0.000807144027464196,1.0629412,23,0.12399435,160,cot,True,Medium,G4,1,36
196.00235,5.0786963,277.1291,0.03421011,1.9632497,0.06206818,0.00043081950072814746,1.0569918,28,0.099739075,160,cot,True,Medium,G4,2,36
205.0756,6.0045376,289.14282,0.034096785,1.9641477,0.051019646,-3.2846049434330615e-05,1.0120637,28,0.08273792,160,cot,True,Medium,G4,3,36
217.1226,6.1111164,306.98,0.036993355,1.9850051,0.04891054,0.0005135644216831324,0.98753774,28,0.04448682,160,cot,True,Medium,G4,4,36
240.71237,5.2247,331.07318,0.029282663,1.9624751,0.04760974,0.00011759809419220568,0.97584295,14,0.055654764,160,cot,True,Medium,G4,5,36
284.4459,3.8357804,390.92532,0.04009408,1.9748818,0.05725574,0.00019713768772050447,0.90825003,28,0.03870517,160,cot,True,Medium,G4,6,36
290.51627,4.6986966,395.88885,0.028561398,1.9163221,0.050357472,0.00011259317398071289,0.9691139,18,0.024650395,160,cot,True,Medium,G4,7,36
374.03195,2.8803108,478.6056,0.031020237,1.9401842,0.11113892,-2.796548087389863e-05,0.9022362,18,0.018523216,160,cot,True,Medium,G4,8,36
437.09384,2.7927008,539.15784,0.028688846,1.8198559,0.06721243,-6.969536052030675e-06,1.0263664,17,0.0059702992,160,cot,True,Medium,G4,9,36
558.8789,2.3288841,671.79926,0.031581357,1.7591124,0.145433,7.336557078428294e-05,0.891291,28,0.005971849,160,cot,True,Medium,G4,10,36
523.80756,2.6746135,640.09064,0.045196753,1.939914,0.07779397,8.837916270023635e-06,0.8700681,28,0.00369668,160,cot,True,Medium,G4,11,36
830.8371,1.9920973,915.968,0.03425565,1.7504629,0.15649551,1.5487306926096856e-05,0.9404671,28,0.0030574799,160,cot,True,Medium,G4,12,36
752.4173,3.0105968,901.21936,0.031529713,1.8057872,0.08598772,1.755091322570288e-05,0.9980626,7,0.0024796724,160,cot,True,Medium,G4,13,36
902.71313,4.329877,1040.3503,0.031735606,1.729986,0.06940639,3.5647300778984685e-05,0.9948283,19,0.0053882003,160,cot,True,Medium,G4,14,36
1174.6711,6.484728,1320.6129,0.0344438,1.7513158,0.065289244,-3.8452709422392003e-05,0.98208374,25,0.01393497,160,cot,True,Medium,G4,15,36
1396.1162,6.5450687,1594.5421,0.030754266,1.7645607,0.06212549,2.3808666304046032e-05,0.99329704,25,0.0112046,160,cot,True,Medium,G4,16,36
1402.0546,10.20409,1648.1792,0.03208286,1.8713777,0.057419088,-1.7304747712378408e-05,0.95351595,24,0.011120737,160,cot,True,Medium,G4,17,36
1926.723,14.0185,2346.9578,0.030496877,1.8875384,0.050410382,-9.4625562512908e-05,0.9008717,24,0.019939005,160,cot,True,Medium,G4,18,36
