radius_of_gyration,effective_dimension,speed,tortuosity,turn_angle,directional_consistency,cos_slope,early_late_ratio,time_to_commit,commitment_sharpness,problem_id,condition,correct,bin,group,layer,num_tokens
587.6411,1.4951272,777.08466,0.46106517,1.6320336,0.4069193,0.001931995153427124,0.75745493,0,0.0006028414,58,direct,True,UltraSmall,G2,13,4
610.28345,1.8202865,818.8713,0.47302577,1.6278505,0.45904335,0.0021629929542541504,0.8736465,0,0.00079649687,58,direct,True,UltraSmall,G2,14,4
745.1555,1.7826401,1085.8483,0.3893535,1.7429247,0.39520162,0.0008001327514648436,1.1131194,0,0.0007893443,58,direct,True,UltraSmall,G2,15,4
1016.5011,1.7864426,1420.7377,0.42825657,1.6904268,0.42211226,0.0021827220916748047,0.95223594,0,0.0038942695,58,direct,True,UltraSmall,G2,16,4
1024.8911,1.9597578,1529.4711,0.37097353,1.8230218,0.3711382,0.0016417205333709717,1.012708,0,0.0022586584,58,direct,True,UltraSmall,G2,17,4
1352.068,1.9049144,2009.6787,0.37994546,1.8161392,0.38251975,0.0015237331390380857,1.0846785,0,0.005578637,58,direct,True,UltraSmall,G2,18,4
1736.9222,1.9302298,2665.0237,0.33914408,1.8726985,0.34281963,-0.005262643098831177,1.1236602,0,0.008018732,58,direct,True,UltraSmall,G2,19,4
2050.9482,1.981018,3188.6096,0.33362895,1.9392189,0.3333704,-0.008679449558258057,1.0481848,0,0.003130734,58,direct,True,UltraSmall,G2,20,4
2431.2642,1.9404597,3912.2102,0.29708827,1.9972463,0.29886144,-0.010357320308685303,1.1071178,0,0.01067698,58,direct,True,UltraSmall,G2,21,4
2966.5786,1.9751561,4923.519,0.24970165,2.0290627,0.2507534,-0.026494503021240234,1.0631393,0,0.029262483,58,direct,True,UltraSmall,G2,22,4
3679.128,1.9974476,6208.619,0.21105978,2.0340137,0.21126343,-0.051284730434417725,1.0125608,0,0.057973146,58,direct,True,UltraSmall,G2,23,4
4075.6575,1.9857965,6935.5903,0.20406868,2.0633714,0.20527846,-0.06553828716278076,0.9719422,0,0.080949485,58,direct,True,UltraSmall,G2,24,4
4597.613,1.9182082,7881.2554,0.19689777,2.092965,0.20430355,-0.09335583448410034,0.8671292,0,0.12500131,58,direct,True,UltraSmall,G2,25,4
93.2377,1.8453623,159.53697,0.24278778,2.155283,0.2536038,-0.025938302278518677,1.0000172,0,0.15198666,58,direct,True,UltraSmall,G2,26,4
28.489698,6.6977215,42.47661,0.04196569,2.0699084,0.049048007,0.0015795799364564397,1.0577306,13,0.4377254,58,cot,True,UltraSmall,G4,0,28
195.27269,3.570361,299.73874,0.03971069,2.1149645,0.05951562,-0.0007266752303592743,0.9544412,14,0.15664065,58,cot,True,UltraSmall,G4,1,28
193.0937,4.7399535,291.3193,0.04202045,2.0777352,0.06131052,-0.0005947784844772283,0.97011447,14,0.10947144,58,cot,True,UltraSmall,G4,2,28
199.25305,5.3491893,296.56668,0.042970322,2.0712962,0.052645486,-0.0005546671421391041,0.9202244,3,0.10276008,58,cot,True,UltraSmall,G4,3,28
217.17752,5.0717244,316.17877,0.046758037,2.0603333,0.05017622,0.0006389949056837293,0.92857003,3,0.058798015,58,cot,True,UltraSmall,G4,4,28
240.30708,4.58223,339.37616,0.036578234,2.0398226,0.048621207,7.250850453918233e-05,0.94645983,3,0.037092388,58,cot,True,UltraSmall,G4,5,28
297.9623,2.9408906,433.92288,0.046500977,2.0470853,0.05753136,0.0002325564004271604,0.9461215,14,0.042543113,58,cot,True,UltraSmall,G4,6,28
298.3515,3.749879,430.51047,0.03592756,2.0189013,0.043991998,9.822827264648363e-05,0.9708799,3,0.029422283,58,cot,True,UltraSmall,G4,7,28
395.09198,2.991314,505.4177,0.039335415,1.9671572,0.055616938,0.00018248089358337925,0.9419372,3,0.01953262,58,cot,True,UltraSmall,G4,8,28
431.9583,2.9823506,570.1888,0.03776517,1.9639074,0.050886467,2.02057926354973e-05,1.0312792,13,0.0070881248,58,cot,True,UltraSmall,G4,9,28
570.6544,2.208987,745.34796,0.036725752,1.9667464,0.0768279,0.00011043630822383149,1.1115383,7,0.011261761,58,cot,True,UltraSmall,G4,10,28
571.70197,2.1309676,757.86633,0.047348153,2.009124,0.071629375,6.0108373162219516e-05,1.0198425,7,0.0047183037,58,cot,True,UltraSmall,G4,11,28
926.9483,1.6381055,1163.2926,0.0323712,1.9954884,0.05605431,3.389248190054235e-05,1.1187103,3,0.0051463246,58,cot,True,UltraSmall,G4,12,28
817.5204,2.4266722,1070.0553,0.032909736,1.96094,0.06535662,2.891840515555916e-05,1.0836791,3,0.0028172135,58,cot,True,UltraSmall,G4,13,28
943.178,3.1972256,1189.1721,0.037220277,1.937544,0.06879143,9.849474689171572e-05,1.106367,3,0.006658435,58,cot,True,UltraSmall,G4,14,28
1161.9205,6.402525,1383.2468,0.043792956,1.886821,0.059661176,-1.791054075890845e-05,1.1217934,3,0.010889769,58,cot,True,UltraSmall,G4,15,28
1373.5996,5.804615,1695.653,0.037376594,1.8969442,0.065680794,3.0952859419751664e-05,1.1624578,3,0.009875417,58,cot,True,UltraSmall,G4,16,28
1370.8812,10.020233,1689.663,0.04006441,1.9269574,0.06580775,7.252728109394674e-05,1.005276,5,0.0070182085,58,cot,True,UltraSmall,G4,17,28
1848.8905,10.591802,2295.3628,0.04042271,1.9451904,0.06608747,-1.1883084736173115e-06,0.99350226,17,0.012153983,58,cot,True,UltraSmall,G4,18,28
2265.8052,10.329477,2831.0386,0.040139083,1.9405147,0.07430577,-1.999965080848107e-05,1.05986,17,0.039381623,58,cot,True,UltraSmall,G4,19,28
2487.9573,11.10856,3129.2048,0.042711336,1.9509332,0.07428196,0.00014344782037467165,1.0344603,14,0.04395008,58,cot,True,UltraSmall,G4,20,28
2755.3225,10.982392,3491.8088,0.042965475,1.9517356,0.07127713,0.00019070451512878195,1.009381,17,0.057327867,58,cot,True,UltraSmall,G4,21,28
3069.2666,10.834083,3959.0894,0.039265275,1.9596132,0.06833158,0.00019967916247608898,1.0070361,14,0.06876516,58,cot,True,UltraSmall,G4,22,28
3509.4817,10.667712,4561.3115,0.037940644,1.9730229,0.07207808,9.091833426693275e-05,0.9699602,14,0.070160985,58,cot,True,UltraSmall,G4,23,28
3726.6863,11.061458,4877.3325,0.03761826,1.9769126,0.065432854,0.0005492395533746852,0.9934664,14,0.06548041,58,cot,True,UltraSmall,G4,24,28
4183.09,10.64971,5402.5557,0.033077493,1.9672056,0.06588654,0.00034037483480823784,0.96918607,17,0.0817889,58,cot,True,UltraSmall,G4,25,28
113.47286,5.1716714,150.16281,0.027160313,1.9959157,0.040175322,0.00494159049194156,1.0356057,20,0.25257528,58,cot,True,UltraSmall,G4,26,28
24.472675,1.0,41.67827,0.52442616,2.0399017,0.5234078,0.009591072797775269,0.9261584,0,0.0019410849,59,direct,True,UltraSmall,G2,0,3
185.75427,1.0,349.59167,0.36646923,2.3959675,0.36423624,0.08916282653808594,0.91685915,0,0.07983923,59,direct,True,UltraSmall,G2,1,3
171.8783,1.0,309.69327,0.4347083,2.2592964,0.4269779,0.06075000762939453,0.8344296,0,0.0440858,59,direct,True,UltraSmall,G2,2,3
169.65253,0.9999999,297.20605,0.47858587,2.1587393,0.4718842,0.05205279588699341,0.83398175,0,0.033140898,59,direct,True,UltraSmall,G2,3,3
191.35492,1.0,343.26843,0.44252467,2.2385519,0.436334,-0.06234389543533325,0.84846896,0,0.0026308298,59,direct,True,UltraSmall,G2,4,3
196.46925,1.0,343.02347,0.4684641,2.2415655,0.43497774,-0.04025232791900635,0.676214,0,0.0013990998,59,direct,True,UltraSmall,G2,5,3
266.39172,0.99999994,463.71295,0.45643947,2.3456671,0.38754115,-0.028113722801208496,0.58531016,0,0.0017814636,59,direct,True,UltraSmall,G2,6,3
254.91806,1.0,412.18088,0.5597502,2.1139405,0.4915128,-0.008773744106292725,0.5295802,0,-0.0030792356,59,direct,True,UltraSmall,G2,7,3
279.4913,1.0000001,399.41287,0.73972774,1.587263,0.701261,0.004890143871307373,0.5034777,0,0.002045691,59,direct,True,UltraSmall,G2,8,3
254.36028,1.0000001,409.61493,0.5886956,1.9437139,0.56376684,-0.00010794401168823242,0.6594488,0,-0.00017160177,59,direct,True,UltraSmall,G2,9,3
344.3974,1.0000001,593.6715,0.5070749,2.0782678,0.506967,0.00013595819473266602,0.9760191,0,-0.00015956163,59,direct,True,UltraSmall,G2,10,3
421.5702,1.0,621.2128,0.6679824,1.9291279,0.5697753,0.0018600225448608398,0.40424675,0,0.0006507039,59,direct,True,UltraSmall,G2,11,3
533.72235,1.0,935.985,0.43258023,2.4726658,0.32826236,-0.0008262991905212402,0.5405315,0,-0.0004339218,59,direct,True,UltraSmall,G2,12,3
463.33762,1.0,789.52704,0.4992596,2.1927505,0.45682356,0.0001480579376220703,0.6307442,0,-6.5505505e-05,59,direct,True,UltraSmall,G2,13,3
530.64026,1.0000001,901.3137,0.52075005,2.0754068,0.5081996,-0.00015783309936523438,0.7668651,0,-0.00016331673,59,direct,True,UltraSmall,G2,14,3
727.85785,1.0000001,1220.7716,0.5472649,1.9844725,0.54681885,-0.0036689043045043945,0.9485899,0,-0.0009073019,59,direct,True,UltraSmall,G2,15,3
917.4992,0.99999994,1604.0728,0.47737834,2.17736,0.4636553,-0.005579948425292969,0.7726433,0,0.000831604,59,direct,True,UltraSmall,G2,16,3
983.86304,0.9999999,1713.2496,0.48934188,2.128105,0.48533285,-0.003964900970458984,0.8665512,0,0.00027310848,59,direct,True,UltraSmall,G2,17,3
1409.4731,0.99999994,2557.98,0.42100814,2.2984035,0.40921587,-0.02367931604385376,0.8043364,0,-0.00078237057,59,direct,True,UltraSmall,G2,18,3
1665.0026,1.0,3008.9985,0.4289397,2.2761114,0.41936037,-0.037736594676971436,0.8193416,0,-0.00038671494,59,direct,True,UltraSmall,G2,19,3
1792.8182,1.0,3236.5159,0.43280002,2.2593873,0.4269369,-0.035167574882507324,0.85440415,0,0.0008223653,59,direct,True,UltraSmall,G2,20,3
2107.2158,0.9999999,3923.7065,0.3831837,2.3654025,0.3784259,-0.05040740966796875,0.8778767,0,0.0067099333,59,direct,True,UltraSmall,G2,21,3
2373.4473,1.0000001,4436.549,0.37717432,2.3764603,0.37330243,-0.05552268028259277,0.8901705,0,0.012692869,59,direct,True,UltraSmall,G2,22,3
2676.399,0.99999994,5003.1123,0.3764453,2.380453,0.37144962,-0.058091044425964355,0.8764628,0,0.012251079,59,direct,True,UltraSmall,G2,23,3
2867.4888,1.0000001,5348.0137,0.38048604,2.371138,0.37576985,-0.058444440364837646,0.878915,0,0.011034429,59,direct,True,UltraSmall,G2,24,3
3462.3518,1.0000001,6599.0234,0.3429285,2.4514387,0.33826908,-0.062327802181243896,0.8870286,0,0.0047362447,59,direct,True,UltraSmall,G2,25,3
62.057636,1.0,109.044235,0.47824165,2.1443503,0.478215,-0.1973770558834076,1.0115625,0,0.18539238,59,direct,True,UltraSmall,G2,26,3
28.424303,6.1636076,43.29234,0.04446895,2.1098242,0.04818599,0.0014384828432678028,0.97040814,13,0.5088078,59,cot,True,UltraSmall,G4,0,26
192.8067,3.2722547,301.08093,0.042514183,2.1702583,0.06727128,0.0014884482897244975,0.93821937,3,0.16909999,59,cot,True,UltraSmall,G4,1,26
189.72183,4.3517575,292.14893,0.045317773,2.1297295,0.06953268,0.0014884678217080922,0.9599401,3,0.10768205,59,cot,True,UltraSmall,G4,2,26
197.24226,4.8994827,297.87335,0.045953684,2.1260002,0.05663774,0.0007318809399237999,0.8836859,13,0.15500003,59,cot,True,UltraSmall,G4,3,26
215.49173,4.6656575,315.76273,0.049615573,2.103457,0.053545713,0.0009591868290534387,0.90173864,3,0.037881494,59,cot,True,UltraSmall,G4,4,26
228.71666,4.5567603,331.29636,0.040192988,2.1068919,0.051978238,0.000224071741104126,0.86629486,3,0.037171364,59,cot,True,UltraSmall,G4,5,26
291.76895,2.7244484,436.97043,0.048530076,2.1393013,0.056535013,0.0002932772728113028,0.81845427,3,0.021765113,59,cot,True,UltraSmall,G4,6,26
300.01508,3.4606206,439.69983,0.038032982,2.062776,0.05041339,0.0001810102279369648,0.92936665,3,0.0123227835,59,cot,True,UltraSmall,G4,7,26
392.32877,2.791048,520.98474,0.042262778,2.0437634,0.043596104,0.00019984387434445895,0.87959296,3,0.008621693,59,cot,True,UltraSmall,G4,8,26
455.11725,2.3464997,623.6008,0.038010452,2.0506737,0.058485176,3.6535308911250185e-05,0.9808061,7,0.0033012629,59,cot,True,UltraSmall,G4,9,26
578.66486,2.2041912,744.75165,0.038670402,1.9860739,0.05761597,0.00011140479491307186,1.0034258,7,0.0054497123,59,cot,True,UltraSmall,G4,10,26
554.7155,2.1274743,751.6108,0.048767295,2.0978222,0.06629029,5.110997420090896e-05,0.87213635,7,0.0024610758,59,cot,True,UltraSmall,G4,11,26
896.3688,1.7241129,1121.2621,0.030225005,2.1088326,0.067746855,1.5755479152386006e-05,1.08871,3,0.0026727319,59,cot,True,UltraSmall,G4,12,26
793.68585,2.6542048,1036.6583,0.035581652,2.0213284,0.074454136,1.683510266817533e-05,1.0758712,8,0.0039889812,59,cot,True,UltraSmall,G4,13,26
915.2861,3.2632723,1180.5237,0.04043913,2.021455,0.09102939,8.799759241250846e-05,1.1064583,5,0.004868686,59,cot,True,UltraSmall,G4,14,26
1139.8065,6.449874,1371.9153,0.05064515,1.949838,0.07868018,-7.681158872751089e-06,1.0968597,5,0.009982288,59,cot,True,UltraSmall,G4,15,26
1381.3638,5.1667075,1736.0721,0.03845915,1.9703474,0.08496557,8.696501071636493e-05,1.1456555,5,0.010954082,59,cot,True,UltraSmall,G4,16,26
1362.3494,9.453237,1678.1743,0.04131854,1.9448124,0.06910208,4.3148673497713526e-05,1.0073001,5,0.006838143,59,cot,True,UltraSmall,G4,17,26
1883.9735,9.161423,2342.9512,0.04271499,1.9565502,0.08207339,7.470552737896259e-05,0.9551964,14,0.016089678,59,cot,True,UltraSmall,G4,18,26
2259.8545,8.505622,2859.9307,0.046889145,1.971387,0.090899184,0.0002908899692388681,1.0235289,14,0.021281779,59,cot,True,UltraSmall,G4,19,26
2422.3293,8.805704,3092.8748,0.04931968,1.9872432,0.08886634,0.00046732017627129185,1.0466454,2,0.019396126,59,cot,True,UltraSmall,G4,20,26
2679.772,8.625218,3445.5618,0.048901074,1.9918746,0.08678387,0.0007007093154467069,1.0393802,14,0.037246704,59,cot,True,UltraSmall,G4,21,26
2909.7205,8.665227,3799.576,0.045946717,1.9964069,0.080824174,0.0007621451983085045,1.0425549,14,0.036687672,59,cot,True,UltraSmall,G4,22,26
3239.8892,8.763945,4248.97,0.045507036,2.003439,0.07775287,0.0009003639679688673,1.048611,14,0.035376012,59,cot,True,UltraSmall,G4,23,26
3504.1846,9.045845,4588.0527,0.046463434,2.001276,0.07716774,0.0013404074999002309,1.0791547,14,0.043480456,59,cot,True,UltraSmall,G4,24,26
3982.457,8.344273,5104.987,0.0409412,1.9772152,0.08143288,0.0007394105654496413,1.0107452,14,0.0617764,59,cot,True,UltraSmall,G4,25,26
105.202194,4.669653,139.12276,0.030283554,2.0313046,0.048748195,0.005831240596106419,0.9190099,19,0.16116387,59,cot,True,UltraSmall,G4,26,26
24.634327,1.760778,36.396152,0.40364182,1.919133,0.41075575,0.23621899634599686,1.1599381,0,0.15714711,60,direct,False,UltraSmall,G1,0,4
198.64807,1.6849105,322.96066,0.29878712,2.0690594,0.32123256,0.021285012364387512,1.0596491,0,0.08239275,60,direct,False,UltraSmall,G1,1,4
192.86188,1.8333522,303.7069,0.33907288,2.0343451,0.34223044,0.016656875610351562,0.91641504,0,0.04804969,60,direct,False,UltraSmall,G1,2,4
189.00287,1.9222157,293.90247,0.36413652,2.009255,0.3585386,0.019841820001602173,0.894882,0,0.038585246,60,direct,False,UltraSmall,G1,3,4
205.86476,1.902498,320.3953,0.35804495,1.988817,0.35751566,0.0022819340229034424,0.9699984,0,0.02208209,60,direct,False,UltraSmall,G1,4,4
222.96078,1.9549743,322.5026,0.4119009,1.8968233,0.38284114,0.00904950499534607,0.77912384,0,0.018796802,60,direct,False,UltraSmall,G1,5,4
270.35538,1.8495305,380.62186,0.4195609,1.821766,0.39138508,0.01130068302154541,0.8069197,0,0.01514101,60,direct,False,UltraSmall,G1,6,4
256.7441,1.9896708,340.13235,0.49928004,1.7336458,0.47074378,0.01165163516998291,0.6827329,0,0.0043168664,60,direct,False,UltraSmall,G1,7,4
337.56973,1.9087385,387.0608,0.6725081,1.3866498,0.6697826,0.012113600969314573,0.7247942,0,0.0053340197,60,direct,False,UltraSmall,G1,8,4
344.35153,1.6948092,429.93906,0.5712303,1.6756936,0.508418,0.004139065742492676,0.5400624,0,0.0006905794,60,direct,False,UltraSmall,G1,9,4
426.4937,1.5090674,597.7707,0.39531967,1.6544895,0.39035875,0.003023982048034668,0.93767476,0,0.0008042455,60,direct,False,UltraSmall,G1,10,4
489.1237,1.7127042,561.94666,0.60835296,1.5616748,0.5385649,0.0026220381259918213,0.56749207,0,0.0009831786,60,direct,False,UltraSmall,G1,11,4
566.39575,1.380039,740.9964,0.46176934,1.6324366,0.39342144,0.0007660090923309326,0.7555911,0,0.0004095435,60,direct,False,UltraSmall,G1,12,4
500.04947,1.5725065,665.28204,0.47428358,1.6208235,0.44575486,0.0013803839683532715,0.85198355,0,0.00057417154,60,direct,False,UltraSmall,G1,13,4
593.72626,1.629192,784.09717,0.495132,1.5617886,0.4915785,0.0019366741180419922,0.9490308,0,0.0010073185,60,direct,False,UltraSmall,G1,14,4
750.42566,1.6375155,1056.7816,0.4234985,1.6681025,0.4330228,0.0009771883487701416,1.1408005,0,0.0009884834,60,direct,False,UltraSmall,G1,15,4
927.65704,1.660305,1281.1381,0.44552475,1.6468395,0.44616452,0.0016126632690429688,1.0229044,0,0.0024300814,60,direct,False,UltraSmall,G1,16,4
971.6005,1.876885,1432.2777,0.38944632,1.8196063,0.3868479,0.0013270974159240723,0.8238078,0,0.0011752844,60,direct,False,UltraSmall,G1,17,4
1279.6589,1.9543103,1858.5243,0.41191557,1.8343081,0.3897927,0.0007472038269042968,0.8296308,0,0.003297031,60,direct,False,UltraSmall,G1,18,4
1808.3646,1.9216547,2690.246,0.38566497,1.9066557,0.37541696,-0.007478684186935424,0.74048036,0,-0.0028119087,60,direct,False,UltraSmall,G1,19,4
2162.0813,1.8914752,3255.2834,0.37255353,1.921201,0.36748472,-0.01342886686325073,0.7437064,0,-0.008345127,60,direct,False,UltraSmall,G1,20,4
2499.3801,1.8239027,3879.0918,0.32949162,2.0052636,0.32804027,-0.014880150556564331,0.7164651,0,0.0034124851,60,direct,False,UltraSmall,G1,21,4
3142.6938,1.790984,5091.8066,0.2771791,2.0599484,0.28270918,-0.04228121042251587,0.7172647,0,0.029435158,60,direct,False,UltraSmall,G1,22,4
3931.4607,1.7553712,6476.4434,0.24395643,2.0783892,0.25049624,-0.07608664035797119,0.6831806,0,0.07584047,60,direct,False,UltraSmall,G1,23,4
4267.192,1.7831733,7123.8735,0.24041568,2.1163106,0.2470427,-0.07907569408416748,0.7175435,0,0.070569634,60,direct,False,UltraSmall,G1,24,4
4763.309,1.7616278,7917.965,0.24090406,2.108235,0.24938034,-0.08290797472000122,0.70397687,0,0.080592394,60,direct,False,UltraSmall,G1,25,4
85.658325,1.9470842,141.1664,0.28549382,2.0573835,0.2876624,-0.05724825710058212,0.9338745,0,0.057689965,60,direct,False,UltraSmall,G1,26,4
28.257502,6.444266,41.458515,0.038696613,2.0356932,0.049180895,0.0013645779421745702,0.99347377,3,0.43533397,60,cot,True,UltraSmall,G4,0,31
203.72162,3.539683,311.40778,0.034419306,2.0900452,0.04771774,-0.00018117576340281787,1.0565662,3,0.19904941,60,cot,True,UltraSmall,G4,1,31
200.63194,4.865738,300.43292,0.036845356,2.0652194,0.047569618,-6.803392170533719e-05,1.0371113,15,0.1419459,60,cot,True,UltraSmall,G4,2,31
207.73663,5.426901,307.49002,0.03723986,2.0613782,0.044941235,-0.0003215971459801391,1.0145742,3,0.12739557,60,cot,True,UltraSmall,G4,3,31
223.67195,5.08702,327.57538,0.040264994,2.0559056,0.040563624,0.00029537063817161076,1.027605,3,0.05848509,60,cot,True,UltraSmall,G4,4,31
243.53342,4.6232777,346.75748,0.032454167,2.0295603,0.040011693,0.00013418075637902248,1.0317477,3,0.040055633,60,cot,True,UltraSmall,G4,5,31
306.33023,2.8799508,432.95966,0.04223496,2.0024781,0.041140847,0.00023587317567513435,0.9893353,3,0.043250144,60,cot,True,UltraSmall,G4,6,31
304.51044,3.838023,427.87283,0.03182887,1.9985812,0.042231563,0.00012570887439375592,1.0441276,1,0.027803779,60,cot,True,UltraSmall,G4,7,31
396.23865,2.7907739,514.94965,0.036410008,1.9351958,0.06939445,6.4629866628678665e-06,0.9633136,4,0.018449247,60,cot,True,UltraSmall,G4,8,31
426.8932,2.809715,568.1749,0.034406375,1.9322317,0.04694288,2.8223906528697792e-05,1.0481198,1,0.0071896315,60,cot,True,UltraSmall,G4,9,31
542.3692,2.308961,729.5662,0.03294439,1.9068232,0.06450538,9.082506708096344e-05,0.97597104,24,0.006301582,60,cot,True,UltraSmall,G4,10,31
531.26514,2.5079162,697.0319,0.047955602,1.9737144,0.04881141,4.378571791431397e-05,0.88709813,1,0.003850937,60,cot,True,UltraSmall,G4,11,31
800.5353,1.9932339,964.9881,0.033157296,1.8752732,0.04988797,1.5270378486200488e-05,0.8962638,3,0.0027929544,60,cot,True,UltraSmall,G4,12,31
744.18567,2.8386576,942.10626,0.035031002,1.9010407,0.05774472,2.7855392027484694e-05,0.9528138,6,0.0023223758,60,cot,True,UltraSmall,G4,13,31
899.99896,3.779502,1087.6091,0.036808446,1.8772472,0.07211944,8.164344560582857e-05,0.98158705,10,0.004158318,60,cot,True,UltraSmall,G4,14,31
1167.5743,6.7671847,1336.4462,0.043402687,1.8360014,0.07909967,5.068524395663693e-05,0.98022324,21,0.009259939,60,cot,True,UltraSmall,G4,15,31
1389.4241,6.057889,1630.3062,0.035246335,1.863743,0.06577619,8.505272520529944e-05,0.9601599,21,0.0075665116,60,cot,True,UltraSmall,G4,16,31
1452.8463,9.680757,1758.9491,0.03454318,1.9253341,0.07008603,9.134811607165648e-05,0.9604975,21,0.0118021965,60,cot,True,UltraSmall,G4,17,31
1938.9403,10.4412985,2376.618,0.03614819,1.9370742,0.06730858,0.00011358665544809037,0.92199016,21,0.016123474,60,cot,True,UltraSmall,G4,18,31
2396.9705,8.672608,2971.1787,0.03567422,1.9365185,0.06964325,0.00046379279772086986,1.0095978,20,0.03234297,60,cot,True,UltraSmall,G4,19,31
2637.5242,9.671455,3280.1377,0.037973862,1.9428452,0.06779649,0.0006577065842302808,1.0504359,21,0.042111218,60,cot,True,UltraSmall,G4,20,31
2932.9133,9.397019,3691.1357,0.0379221,1.9485896,0.06350971,0.0007473776682598042,1.051996,20,0.056773543,60,cot,True,UltraSmall,G4,21,31
3300.4546,9.764523,4219.0244,0.03408755,1.9545636,0.06090187,0.0008127434102526231,1.0685393,20,0.077216804,60,cot,True,UltraSmall,G4,22,31
3795.976,9.787167,4879.378,0.032523494,1.9578332,0.06820659,0.0008220015431405174,1.0589725,9,0.11441612,60,cot,True,UltraSmall,G4,23,31
4033.7446,10.344141,5220.9126,0.03214987,1.9668808,0.06312015,0.001235426453515075,1.0789706,8,0.09846729,60,cot,True,UltraSmall,G4,24,31
4428.7925,11.023398,5626.732,0.029732088,1.9487913,0.06608418,0.0007044271049032752,1.0162561,9,0.097767115,60,cot,True,UltraSmall,G4,25,31
109.197075,5.571942,141.77171,0.027329357,1.9797858,0.037416138,0.0037680624680670257,0.91739386,20,0.28708836,60,cot,True,UltraSmall,G4,26,31
24.60232,1.0000001,41.856983,0.5257543,2.0373113,0.5245109,0.007448598742485046,0.91857165,0,0.0008560419,61,direct,True,UltraSmall,G2,0,3
194.52106,1.0,362.47867,0.38089076,2.3742697,0.37431833,0.07080888748168945,0.8587775,0,0.07572931,61,direct,True,UltraSmall,G2,1,3
183.35759,0.99999994,327.95764,0.44179612,2.2603784,0.42648876,0.04522603750228882,0.7738979,0,0.040605903,61,direct,True,UltraSmall,G2,2,3
179.97983,1.0000001,313.9199,0.48045084,2.1721568,0.46595883,0.03574216365814209,0.7662232,0,0.028200567,61,direct,True,UltraSmall,G2,3,3
197.64172,0.9999999,352.07278,0.45072222,2.23029,0.4400474,-0.06537926197052002,0.8040897,0,0.00013077259,61,direct,True,UltraSmall,G2,4,3
196.76604,1.0,339.6463,0.4851109,2.2048643,0.45142734,-0.03672415018081665,0.6679903,0,-0.0017042756,61,direct,True,UltraSmall,G2,5,3
274.59323,1.0,475.54974,0.46411914,2.3274689,0.3959129,-0.034515440464019775,0.5825931,0,4.9591064e-05,61,direct,True,UltraSmall,G2,6,3
239.09314,1.0,379.56097,0.5925499,1.9996189,0.5404627,-0.00750499963760376,0.5519114,0,-0.0031392574,61,direct,True,UltraSmall,G2,7,3
289.3132,1.0,412.76218,0.7373595,1.6118786,0.69243383,0.005025088787078857,0.48007315,0,0.0020992756,61,direct,True,UltraSmall,G2,8,3
278.13687,1.0000001,420.79443,0.6537067,1.8638395,0.5962939,0.00014162063598632812,0.49957526,0,5.1259995e-06,61,direct,True,UltraSmall,G2,9,3
379.96783,0.99999994,664.2583,0.4744153,2.1958992,0.45542255,0.0001729130744934082,0.7402351,0,-0.00016480684,61,direct,True,UltraSmall,G2,10,3
529.91925,0.99999994,788.7792,0.6340522,2.1497843,0.4758271,0.0009071230888366699,0.35459742,0,0.00027799606,61,direct,True,UltraSmall,G2,11,3
540.69696,0.9999999,960.9452,0.41488877,2.4990258,0.3157846,-0.001355290412902832,0.55810773,0,-0.0003555417,61,direct,True,UltraSmall,G2,12,3
443.57797,0.99999994,764.96515,0.48958126,2.1818054,0.46168485,-0.0002219080924987793,0.6896954,0,-0.00020056963,61,direct,True,UltraSmall,G2,13,3
513.42725,1.0000001,860.06793,0.54287404,2.0162928,0.53342944,5.990266799926758e-05,0.78699446,0,-5.197525e-05,61,direct,True,UltraSmall,G2,14,3
758.7201,1.0,1257.6228,0.5642763,1.9439998,0.56364876,-0.0036618709564208984,0.9375933,0,-0.0015135407,61,direct,True,UltraSmall,G2,15,3
874.8971,0.99999994,1501.8921,0.50450474,2.1156063,0.4907873,-0.0041825175285339355,0.76350075,0,-0.0011482835,61,direct,True,UltraSmall,G2,16,3
914.84,0.99999994,1537.0498,0.53701687,2.0357487,0.525176,-0.0025905370712280273,0.7671191,0,-0.0009946823,61,direct,True,UltraSmall,G2,17,3
1263.8771,1.0000001,2105.3518,0.54082954,2.0588863,0.51529616,-0.013126194477081299,0.67839724,0,-0.0043761134,61,direct,True,UltraSmall,G2,18,3
1600.8142,1.0,2696.54,0.5312103,2.0569725,0.51611596,-0.029452800750732422,0.7439909,0,-0.008079767,61,direct,True,UltraSmall,G2,19,3
1924.3942,0.99999994,3263.2637,0.52049315,2.0859482,0.50365317,-0.032206177711486816,0.73608893,0,-0.010482371,61,direct,True,UltraSmall,G2,20,3
2257.3345,1.0,4004.5813,0.45279428,2.24219,0.43469664,-0.0546879768371582,0.75327057,0,-0.005504787,61,direct,True,UltraSmall,G2,21,3
2661.5664,1.0,4904.1816,0.3976481,2.3452713,0.38772357,-0.0800696611404419,0.8251865,0,0.008830607,61,direct,True,UltraSmall,G2,22,3
3137.0312,1.0000001,5900.1064,0.3640813,2.4145582,0.35556385,-0.1037513017654419,0.8454181,0,0.022053242,61,direct,True,UltraSmall,G2,23,3
3642.954,1.0000001,6976.534,0.33243757,2.48101,0.32431868,-0.16082298755645752,0.8566757,0,0.05231452,61,direct,True,UltraSmall,G2,24,3
